,Interest Score,HST,XTN,neg,neu,pos,compound,sentiment
2020-03-02,7,,,-0.0925354645354645,0.8292767232767233,0.0781858141858141,-0.0572780219780219,negative
2020-03-03,7,-0.05344022554874972,-0.028092879396485082,-0.09500999000999,0.8174525474525475,0.0875484515484515,-0.0282718281718281,neutral
2020-03-04,7,0.007057189903409089,0.03168425135808017,-0.0958861138861138,0.821064935064935,0.083045954045954,-0.0378860139860139,neutral
2020-03-05,7,-0.0784863912617505,-0.06519398434302459,-0.0924345654345654,0.8221548451548452,0.0853996003996004,-0.0210576423576423,neutral
2020-03-06,7,0.023574177080572856,-0.005379419469760727,-0.0863356643356643,0.8337782217782218,0.0798771228771228,-0.0253364635364635,neutral
2020-03-09,30,-0.10326897023650483,-0.08557079903427811,-0.0986503496503496,0.8154835164835165,0.0858681318681318,-0.0387999000999001,neutral
2020-03-10,30,0.04556753973827443,0.052386977909647525,-0.0933266733266733,0.815020979020979,0.0916593406593406,-0.0091843156843156,neutral
2020-03-11,30,-0.08478603046966793,-0.056403078894096126,-0.0906093906093906,0.8208841158841159,0.0885014985014985,-0.0035866133866133,neutral
2020-03-12,30,-0.09004328525356131,-0.10891297840228853,-0.0955264735264735,0.8180049950049949,0.0864515484515484,-0.0168231768231768,neutral
2020-03-13,30,0.08563269257188444,0.06349963920193868,-0.1002567432567432,0.8152567432567432,0.0844915084915084,-0.022577922077922,neutral
2020-03-16,79,-0.15687992864075417,-0.09921432647900863,-0.0901368631368631,0.8144385614385615,0.0954105894105894,0.0181644355644355,neutral
2020-03-17,79,0.046777527507110284,0.050336416745541346,-0.0957492507492507,0.8043106893106893,0.0999470529470529,0.038061938061938,neutral
2020-03-18,79,-0.07547162842498834,-0.09252672324304467,-0.0886853146853146,0.8115984015984016,0.0997192807192807,0.0488373626373626,neutral
2020-03-19,79,0.11170783189887823,0.025359509037990113,-0.0948631368631368,0.8067972027972028,0.0983476523476523,0.0204667332667332,neutral
2020-03-20,79,0.028019318953092398,-0.025242265365973626,-0.0771078921078921,0.817008991008991,0.1058701298701298,0.0948098901098901,positive
2020-03-23,94,0.003759394789693671,0.003400498814330577,-0.0963716283716283,0.8161278721278721,0.0875004995004995,-0.0226330669330669,neutral
2020-03-24,94,0.04026211041333738,0.12043792644356843,-0.0997412587412587,0.80896003996004,0.0912997002997002,-0.0072657342657342,neutral
2020-03-25,94,0.09270933559628558,0.03420198316332135,-0.0954825174825174,0.8099590409590409,0.0945434565434565,0.0117781218781218,neutral
2020-03-26,94,0.02635911744436026,0.03239591905495742,-0.0963866133866133,0.8053246753246753,0.0982967032967033,0.0240645354645354,neutral
2020-03-27,94,-0.09470307396172917,-0.05142734019917894,-0.0946253746253746,0.8015864135864135,0.1037802197802197,0.0318560439560439,neutral
2020-03-30,96,0.012411378247956462,0.0020675431911727493,-0.1033156843156843,0.8045144855144855,0.0921538461538461,-0.0272901098901098,neutral
2020-03-31,96,-0.03327496601595792,-0.0002292141627242561,-0.0972277722277722,0.8058591408591408,0.0969320679320679,-0.0044282717282717,neutral
2020-04-01,96,-0.06884060068006304,-0.06328828474208592,-0.1133076923076923,0.7833816183816183,0.1033096903096903,-0.0264171828171828,neutral
2020-04-02,96,-0.07101163046677816,-0.005630343961506745,-0.1103796203796203,0.7979840159840159,0.0916543456543456,-0.0508710289710289,negative
2020-04-03,96,-0.05130887553212282,-0.02929588030527719,-0.1046333666333666,0.8044545454545454,0.0909180819180819,-0.0284045954045954,neutral
2020-04-06,85,0.1501103304291882,0.07811306093125059,-0.1035724275724275,0.7972507492507492,0.0991688311688311,-0.0103273726273726,neutral
2020-04-07,85,0.025911660471444664,0.02869915946538959,-0.0972947052947053,0.8032897102897103,0.0994065934065934,4.415584415584417e-05,neutral
2020-04-08,85,0.05332092337445138,0.03407275769641127,-0.101067932067932,0.7988471528471528,0.100082917082917,0.0093311688311688,neutral
2020-04-09,85,0.05772643031241054,0.028306031506935225,-0.1014885114885115,0.7984195804195804,0.100082917082917,0.0094238761238761,neutral
2020-04-13,68,-0.04198152866548055,-0.03397853400117612,-0.1086323676323676,0.7966483516483516,0.0946943056943057,-0.0358431568431568,neutral
2020-04-14,68,0.00262924920003349,0.01625118848375795,-0.1074375624375624,0.8017042957042957,0.0908481518481518,-0.0405613386613386,neutral
2020-04-15,68,-0.014860063711115368,-0.021248656917420505,-0.102054945054945,0.8108651348651349,0.0870789210789211,-0.0391101898101898,neutral
2020-04-16,68,-0.023957448695370198,-0.009400223383479345,-0.1007352647352647,0.8002707292707292,0.098996003996004,0.0039981018981018,neutral
2020-04-17,68,0.0336363532326438,0.0332128620978267,-0.0976873126873126,0.8090749250749251,0.0932277722277722,0.0083456543456543,neutral
2020-04-20,65,-0.050131899785519685,-0.02995842872509613,-0.1034535464535464,0.8093726273726274,0.0871738261738261,-0.0549997002997003,negative
2020-04-21,65,-0.02222220063700142,-0.013976531184719754,-0.1045184815184815,0.8045534465534466,0.0909180819180819,-0.0334061938061938,neutral
2020-04-22,65,0.005681767382406999,0.00022858530291558488,-0.099013986013986,0.803,0.0979670329670329,0.0051514485514485,neutral
2020-04-23,65,0.017890822608762624,0.014400024414062518,-0.0967652347652347,0.8109210789210789,0.0923176823176823,-0.007721978021978,neutral
2020-04-24,65,0.026827007455686225,0.01960340042690567,-0.0987292707292707,0.8055944055944056,0.0956773226773226,-0.0010750249750249,neutral
2020-04-27,57,0.04234227902722476,0.035359082301018585,-0.0872607392607392,0.8094965034965035,0.1032397602397602,0.0448128871128871,neutral
2020-04-28,57,0.010371641203479331,0.02070440239691651,-0.0895054945054945,0.8101598401598402,0.1003486513486513,0.0392113886113886,neutral
2020-04-29,57,0.07527802788954974,0.03994144415728296,-0.1032267732267732,0.8081448551448551,0.0886233766233766,-0.0445468531468531,neutral
2020-04-30,57,-0.020684111497200397,-0.033983483657055835,-0.1015854145854145,0.7948491508491509,0.1035664335664335,0.0237520479520479,neutral
2020-05-01,57,-0.07067431434421412,-0.03351375061758555,-0.0901078921078921,0.8098601398601399,0.100028971028971,0.0139675324675324,neutral
2020-05-04,53,-0.028846148235173064,-0.016584114854675924,-0.1015634365634365,0.7968721278721278,0.1015584415584415,0.001622977022977,neutral
2020-05-05,53,-0.012601205578282482,0.007446345898469486,-0.1007962037962037,0.8039030969030968,0.0952937062937063,-0.0158057942057942,neutral
2020-05-06,53,-0.04010943695052338,-0.012608735457710574,-0.1053656343656343,0.8030589410589412,0.0915824175824175,-0.0427295704295704,neutral
2020-05-07,53,0.04938276077400672,0.020035308207730473,-0.1008791208791208,0.7999370629370629,0.0991948051948052,-0.0186386613386613,neutral
2020-05-08,53,0.0009049980732327434,0.04036259136582454,-0.1001898101898102,0.8013636363636363,0.0984455544455544,0.0050916083916083,neutral
2020-05-11,54,-0.08047019073744288,-0.009751062515843456,-0.099023976023976,0.8032027972027973,0.0977592407592407,-0.0019205794205794,neutral
2020-05-12,54,-0.03343167650317169,-0.03163625258778824,-0.0968871128871129,0.8069160839160838,0.0962077922077922,5.414585414585484e-05,neutral
2020-05-13,54,-0.038657183864722944,-0.027477291739983922,-0.0947522477522477,0.8064155844155844,0.0988521478521478,0.0326308691308691,neutral
2020-05-14,54,0.06243387984086857,0.0031145581150660018,-0.1051878121878121,0.7997432567432566,0.095075924075924,-0.006816983016983,neutral
2020-05-15,54,0.001992077474070042,-0.0062097755233829766,-0.1014735264735264,0.8033156843156842,0.0952097902097902,-0.0176083916083916,neutral
2020-05-18,52,0.17097407968299327,0.07587586714978789,-0.1004935064935065,0.8003956043956044,0.099085914085914,0.0029633366633366,neutral
2020-05-19,52,-0.019524579579792256,-0.012860380494893131,-0.1012617382617382,0.8084225774225774,0.0903166833166833,-0.0417153846153846,neutral
2020-05-20,52,-0.0008658206681120273,0.02500522426756646,-0.1035834165834165,0.801064935064935,0.0953356643356643,0.0043027972027972,neutral
2020-05-21,52,-0.009532032672518564,0.002255035118989168,-0.1032067932067932,0.8038531468531469,0.0929470529470529,-0.0197710289710289,neutral
2020-05-22,52,-0.017497879055076493,0.005931702171154907,-0.0977622377622377,0.8085654345654346,0.0936743256743256,-0.0098585414585414,neutral
2020-05-26,47,0.08370441428089559,0.04188697357682236,-0.1039160839160839,0.8003966033966032,0.0956933066933066,-0.0218004995004995,neutral
2020-05-27,47,0.028759275207524082,0.034738460596985155,-0.1013836163836163,0.8068121878121878,0.0917912087912088,-0.0234923076923076,neutral
2020-05-28,47,-0.03913743665150027,-0.018106357528936745,-0.1104785214785214,0.7941758241758242,0.0953406593406593,-0.0430746253746253,neutral
2020-05-29,47,-0.007481309608114328,0.0026891929687935523,-0.1227942057942058,0.7842207792207794,0.0929950049950049,-0.0858647352647352,negative
2020-06-01,39,0.02596318513494844,0.005747111737085309,-0.1325904095904095,0.7744205794205794,0.093002997002997,-0.1248121878121878,negative
2020-06-02,39,0.002448957793566686,0.012190464564732162,-0.1499210789210789,0.7674065934065933,0.0826773226773226,-0.2222656343656344,negative
2020-06-03,39,0.026872958540872016,0.03199098198090322,-0.1198961038961039,0.7951518481518481,0.0849400599400599,-0.0991230769230769,negative
2020-06-04,39,0.035686024995343235,0.026622886221924214,-0.1195784215784215,0.7919300699300699,0.0884885114885114,-0.1096712287712287,negative
2020-06-05,39,0.07274117754530818,0.026998232297720914,-0.1096663336663336,0.795966033966034,0.0943786213786213,-0.0488592407592407,neutral
2020-06-08,42,0.05781580676012821,0.021964726123603784,-0.1103286713286713,0.7988441558441559,0.0908091908091908,-0.055283916083916,negative
2020-06-09,42,-0.024966254600416904,-0.0277542627418087,-0.1031948051948052,0.8046823176823178,0.0921008991008991,-0.0178207792207792,neutral
2020-06-10,42,-0.08027680710890628,-0.027154070540889585,-0.1137092907092907,0.798983016983017,0.0873036963036963,-0.0629063936063936,negative
2020-06-11,42,-0.08427388177380557,-0.08409377016042618,-0.1047572427572427,0.8030319680319681,0.0921968031968031,-0.0361452547452547,neutral
2020-06-12,42,0.03861957798540416,0.032037570782235125,-0.0972767232767232,0.8114625374625374,0.0912537462537462,-0.0089398601398601,neutral
2020-06-15,51,-0.0150316874127292,0.013439315916421224,-0.1083516483516483,0.8006733266733267,0.0909720279720279,-0.0297591408591408,neutral
2020-06-16,51,0.028915712117814962,0.014755339970459858,-0.1077482517482517,0.7945534465534465,0.0976823176823176,-0.0217512487512487,neutral
2020-06-17,51,-0.039032004966551015,-0.0011043874704366186,-0.1042147852147852,0.8040859140859141,0.0916973026973027,-0.0311056943056943,neutral
2020-06-18,51,-0.008935873810066663,0.001474074363048583,-0.1019440559440559,0.8086823176823178,0.0893746253746253,-0.0297373626373626,neutral
2020-06-19,51,-0.04344260174239423,-0.01858322630890441,-0.0983956043956044,0.8113786213786213,0.0902247752247752,-0.0208932067932067,neutral
2020-06-22,70,-0.03256213470065328,-0.010873675091779056,-0.1049770229770229,0.7995384615384615,0.0954885114885114,-0.0269927072927072,neutral
2020-06-23,70,-0.004428714871904771,0.011561801170539399,-0.1084455544455544,0.7991598401598401,0.0923776223776223,-0.049541958041958,neutral
2020-06-24,70,-0.02313169343205168,-0.04234585660040202,-0.1032737262737262,0.7975014985014984,0.0992207792207792,-0.0115320679320679,neutral
2020-06-25,70,-0.010928951781599139,0.007630588632187463,-0.1050909090909091,0.7996373626373626,0.0952627372627372,-0.0311621378621378,neutral
2020-06-26,70,-0.011049713568388575,-0.02019419253451149,-0.1105154845154845,0.7946073926073927,0.0948801198801198,-0.0465531468531468,neutral
2020-06-29,79,0.02048419662171974,0.03606816741667873,-0.1078901098901098,0.7976923076923077,0.0944085914085914,-0.0436664335664335,neutral
2020-06-30,79,-0.015510955812249039,0.011094143928793931,-0.1068151848151848,0.7993616383616384,0.0938311688311688,-0.0397091908091908,neutral
2020-07-01,79,0.009267875979913631,-0.010972414384367357,-0.1138041958041958,0.7775084915084914,0.1086893106893106,-0.0148107892107892,neutral
2020-07-02,79,0.005509592658476947,0.008607512881535495,-0.1074165834165834,0.7953216783216783,0.0972647352647352,-0.0208885114885115,neutral
2020-07-06,79,0.023744313553488938,0.022378158835950845,-0.1143006993006992,0.7886013986013986,0.097084915084915,-0.0550441558441558,negative
2020-07-07,79,-0.03300623410347847,-0.012057160595783434,-0.1089790209790209,0.7941348651348652,0.0968791208791208,-0.0264646353646353,neutral
2020-07-08,79,-0.010147657638667207,0.006759305702155993,-0.1125524475524475,0.7945114885114886,0.0929260739260739,-0.0605078921078921,negative
2020-07-09,79,-0.020503198764222907,-0.025363682160441936,-0.1064415584415584,0.8022737262737263,0.0912797202797202,-0.0391334665334665,neutral
2020-07-10,79,0.03139865999233793,0.028702641564799736,-0.1077702297702297,0.7993476523476523,0.0928841158841159,-0.0409514485514485,neutral
2020-07-13,85,-0.0018450606533337854,-0.014322854670886231,-0.1073016983016982,0.7954655344655345,0.0972377622377622,-0.0225463536463536,neutral
2020-07-14,85,-0.019408506845654205,0.014530979782537035,-0.1117842157842157,0.7946523476523476,0.0935764235764235,-0.0486004995004994,neutral
2020-07-15,85,0.0951932386016816,0.042782796197308626,-0.1084375624375624,0.7947782217782218,0.0967852147852147,-0.0355212787212787,neutral
2020-07-16,85,-0.031841642788560165,-0.006600120184055425,-0.1008471528471528,0.8084035964035964,0.0907492507492507,-0.021373926073926,neutral
2020-07-17,85,-0.021333312988281228,0.008978272801755782,-0.1106193806193806,0.7974795204795204,0.0918871128871128,-0.0348542457542457,neutral
2020-07-20,73,-0.03723885911796643,-0.01672893129885522,-0.1008141858141858,0.8078531468531469,0.0913456543456543,-0.0121957042957042,neutral
2020-07-21,73,0.02735848598269741,0.005429850444534701,-0.1102977022977023,0.7881398601398601,0.1015624375624375,-0.0166180819180819,neutral
2020-07-22,73,-0.0018365892684232277,-0.00774077967743525,-0.1108061938061938,0.7968571428571428,0.0923396603396603,-0.0369177822177822,neutral
2020-07-23,73,-0.012879516540634572,0.001632803961028939,-0.1093406593406593,0.7964825174825175,0.0941678321678321,-0.0477324675324675,neutral
2020-07-24,73,-0.021435186584210397,-0.00978085354975522,-0.1004455544455544,0.8033326673326673,0.0962187812187812,-0.0016150849150849,neutral
2020-07-27,72,-0.017142886207217267,0.005121686544214965,-0.1113086913086913,0.7905024975024975,0.0981908091908091,-0.0149350649350649,neutral
2020-07-28,72,0.019379919462571227,-0.010555083221142847,-0.1076903096903097,0.7977902097902098,0.0945274725274725,-0.0230255744255744,neutral
2020-07-29,72,0.04752851504212674,0.009380212364348273,-0.1072467532467532,0.7967312687312688,0.096014985014985,-0.0319160839160839,neutral
2020-07-30,72,-0.01633396530841069,-0.005284273139269935,-0.1136753246753246,0.7958601398601398,0.0904855144855144,-0.0421541458541458,neutral
2020-07-31,72,-0.00553509398266705,-0.0016486563901140228,-0.1195674325674325,0.7851448551448552,0.0952867132867132,-0.0687395604395604,negative
2020-08-03,63,-0.0435991952687137,0.0022018152639406985,-0.104078921078921,0.8011178821178822,0.0948021978021978,-0.0314388611388611,neutral
2020-08-04,63,0.058195868416629715,0.014280531110351324,-0.1102387612387612,0.7948251748251748,0.0949430569430569,-0.0249636363636363,neutral
2020-08-05,63,-0.0018331351392364414,0.014620894156751607,-0.1079240759240759,0.7973796203796204,0.0946833166833166,-0.0522885114885114,negative
2020-08-06,63,-0.011937567524561876,0.0065825076073384725,-0.1044905094905094,0.7993926073926074,0.0961158841158841,-0.0169000999000999,neutral
2020-08-07,63,0.0687732114662849,0.014492747760466607,-0.1076413586413586,0.7937312687312689,0.0986123876123876,-0.0149004995004994,neutral
2020-08-10,55,0.03304348821225367,0.03031355082778253,-0.1105724275724275,0.7895054945054946,0.0999130869130869,-0.0045653346653346,neutral
2020-08-11,55,-0.017676770717510726,0.005241822395846585,-0.0992797202797202,0.8085254745254746,0.0921938061938062,-0.0115305694305694,neutral
2020-08-12,55,-0.008569012923390074,0.0031959398531653527,-0.1021718281718281,0.8047102897102898,0.093087912087912,-0.0065672327672327,neutral
2020-08-13,55,-0.02592906179545973,-0.010395689775818062,-0.1038881118881119,0.8085754245754246,0.0875444555444555,-0.041451948051948,neutral
2020-08-14,55,-0.0017746634384467885,0.0011860334510556125,-0.1096553446553446,0.7894485514485514,0.1008931068931068,-0.0010863136863136,neutral
2020-08-17,52,-0.0319999694824219,-0.00947709209417713,-0.0992797202797202,0.7987712287712289,0.1019540459540459,0.0183865134865134,neutral
2020-08-18,52,-0.010101065829535072,-0.0056381005166559195,-0.0984155844155844,0.8043066933066935,0.0972777222777222,-0.0043816183816183,neutral
2020-08-19,52,0.00092766503984687,0.004982833534806552,-0.1013816183816183,0.7990549450549451,0.0995824175824175,0.0130207792207792,neutral
2020-08-20,52,-0.004633937989956816,0.003248394960790879,-0.1059050949050949,0.7936563436563437,0.1004495504495504,-0.0056441558441558,neutral
2020-08-21,52,-0.013035325198509029,0.0005112266383922037,-0.1049050949050949,0.7912047952047951,0.1038881118881118,0.0184957042957042,neutral
2020-08-24,45,0.0462263918381316,0.022653753224234574,-0.1162987012987012,0.7885754245754246,0.0951368631368631,-0.0570176823176823,negative
2020-08-25,45,0.01893598153810383,-0.0026648874912114096,-0.1055984015984015,0.7985474525474525,0.0958341658341658,-0.0176794205794205,neutral
2020-08-26,45,-0.025663713005138256,-0.0010020269241939328,-0.1057822177822177,0.7920639360639361,0.1021608391608391,-0.0011685314685314,neutral
